方名,规范名,经典,出处,功用大类,功用小类,处方,炮制,功用,主治,方解,禁忌,化裁,附方,附注,文献,运用,用法用量,备注,ID
安蛔理中汤,,,《医学入门》卷四,,,人参1钱半，白术1钱半，干姜1钱半，茯苓1钱半，乌梅3个。,,,蛔厥。,,,,,,,,,,https://db.yaozh.com/fangji/10001262.html
安蛔理中汤,,,《医宗说约》卷四,,,参、术、乌梅、川椒、炮姜、白茯苓、生姜。,,,蛔厥，手足冷。,,,,,,,,,,https://db.yaozh.com/fangji/10001263.html
安蛔理中汤,,,《医钞类编》卷九,,,花椒3分，干姜1钱，白术1钱，人参1钱，附子（炮）1钱，炙草1钱，丁香2分，1方有乌梅，砂仁（炒半），无丁香。,,,小儿吐蛔，虫死不能动者，脾败不能养虫也。,,,,,,,,,,https://db.yaozh.com/fangji/10001264.html
安蛔散,,,《张氏医通》卷十四,,,乌梅肉9克 黄连 蜀椒 藿香 槟榔各3克 胡粉 白矾各1.5克,上药为散。,,吐蛔。所吐蛔虫，色赤成团而活，属热者。,,,,,,,,,,https://db.yaozh.com/fangji/10001265.html
安蛔汤,,,《回春》卷二,,,人参7分，白术1钱，茯苓1钱，干姜（炒黑）5分，乌梅2个，花椒（去目）3分。,上锉。,,伤寒吐蛔。,,,,,,,,,,https://db.yaozh.com/fangji/10001266.html
安蛔丸,,,《金匮翼》卷七,,,人参、白术、干姜、甘草、川椒、乌梅。,,,理中安蛔。,,,,,,,,,,https://db.yaozh.com/fangji/10001267.html
安魂定魄丹,,,《圣惠》卷九十五,,,黑铅2两，水银1两，硫黄（细研）1两。,上先销铅成水，次下水银搅令匀，良久，即下硫黄末，当为碧色，匀搅，即去火放冷，细研如粉，以软饭和丸，如绿豆大。,,惊邪癫痫，天行热病，心神狂乱。,,,,,,,,,,https://db.yaozh.com/fangji/10001268.html
安魂琥珀丹,,,《丹溪心法附余》卷一,,,天麻1两，川芎1两，防风1两，细辛1两，白芷1两，羌活1两，川乌（炮，去皮脐）1两，荆芥穗1两，僵蚕1两，薄荷叶3两，全蝎半两，粉甘草半两，藿香半两，朱砂（细研，水飞）半两，麝香1钱，珍珠1钱，琥珀1钱。,上为细末，炼蜜为丸，如弹子大，金箔为衣。,,,,,,,,,,,,https://db.yaozh.com/fangji/10001269.html
安魂散,,,《辨证录》卷十,,,桔梗3钱，甘草1钱，青黛5钱，百部1钱，山豆根1钱，人参3钱，茯苓5钱，天花粉3钱。,,,补土泻火，消痰逐邪。主肺气虚而中邪，目见鬼神，口出胡言，或说刀斧砍伤，或言弓矢射中，满身疼痛，呼号不已。,,,,,,,,,,https://db.yaozh.com/fangji/10001270.html
安魂汤,,,《医学衷中参西录》上册,,,龙眼肉18克 酸枣仁（炒捣）12克 生龙骨（捣末）15克 生牡蛎（捣末）15克 清半夏9克 茯苓片9克 生赭石（轧细）12克,,,心中气血虚损，兼心下停有痰饮，致惊悸不眠。,,,,,,,,,,https://db.yaozh.com/fangji/10001271.html
安魂汤,,,《玉案》卷六页首,,,枣仁1钱，茯神1钱，远志1钱，当归7分，胆星7分。,,,客忤。,,,,,,,,,,https://db.yaozh.com/fangji/10001272.html
安经汤,,,《医学正传》卷七,,,当归身4. 5克，川芎1.5克，艾叶1.5克，阿胶珠1.5克，甘草1.5克，黄柏1.5克，山药1.5克，白芍2.4克，姜汁炒黄连2.4克，生地黄3克，黄芩3克，香附3克。,,,养阴清热，和血调经。主阴虚血热。,,,,,,,,,,https://db.yaozh.com/fangji/10001273.html
安经丸,,,《魏氏家藏方》卷十,,,香附子2两（去毛，生），牡蛎（煅）2两，木香半两（生，不见火），木通（生）半两，石燕丁香1钱（不见火）。,上为细末，汤浸蒸饼为丸，如梧桐子大。,,妇人赤白带下。,,,,,,,,,,https://db.yaozh.com/fangji/10001274.html
安惊保命丹,,,《普济方》卷三七四,,,脑子1片，朱砂1粒，全蝎1个（去尾足），僵蚕1个。,上为细末。,,小儿惊风。,,,,,,,,,,https://db.yaozh.com/fangji/10001275.html
安惊丸,,,《直指小儿》卷一引建阳刘参议方,,,远志肉（姜汁浸，焙）半两，净铁粉半两，朱砂半两，人参半两，茯神半两，全蝎21个（焙），南星（中者）1个（姜汁浸1宿，切细，焙），白附子（略炮）2钱半，花蛇头（酒浸肉，焙）、麝半钱。,上为末，炼蜜为丸，如梧桐子大。,,诸惊风痫，或犬声异物，惊忤打坠，不省人事。,,,,,,,,,,https://db.yaozh.com/fangji/10001276.html
安惊丸,,,《增补内经拾遗》卷四引《保婴集》,,,辰砂（另研）5分，汞粉（另研）5分。,上用青蒿节间虫为丸，如粟米大。,,急慢惊风。,,,,,,,,,,https://db.yaozh.com/fangji/10001277.html
安厥汤,,,《辨证录》卷五,,,人参3钱，玄参1两，茯苓3钱，白薇1钱，麦冬5钱，生地5钱，天花粉3钱，炒栀子3钱，白芍1两，柴胡5分，甘草1钱。,,,阴血不归于阳气之中所致阳厥，日间忽然发热，一时厥去，手足冰凉，语言惶惑，痰迷心窍，头晕眼昏。,,,,,,,,,,https://db.yaozh.com/fangji/10001278.html
安坤赞育丸,,,《北京市中药成方选集》,,,桑寄生16两，青毛鹿茸（去毛）96两，乳香24两，血余8两，艾炭32两，紫河车80具（每具约1两5钱），蚕绵炭8两，大熟地64两，杜仲32两，茯苓32两，桂圆肉40两，鸡血藤16两，香附384两，山茱萸32两，鹿角胶24两，锁阳32两，鳖甲（炙）32两，酸枣仁（生炒各半）64两，白薇32两，琥珀16两，元胡（醋炙）32两，白芍64两，甘草16两，鸡冠花24两，枸杞子24两，没药（炙）48两，人参（去芦）8两，乌药12两，牛膝56两，补骨脂（盐炒）44两，当归64两，黄柏32两，阿胶96两，天冬46两，藏,上为极细末，每细末320两兑益母膏汁64两，再兑炼蜜为大丸，重4钱，蜡皮封固。,,益气调经。主妇女气虚血亏，经血不准，崩漏带下，腹痛腰酸，骨蒸潮热，面色痿黄。,,,,,,,,,,https://db.yaozh.com/fangji/10001279.html
安坤赞育丸,,,《全国中药成药处方集》（济南方）,,,桑寄生8两，乳香8两，蕲艾8两，熟地8两，杜仲8两，制香附8两，山茱萸8两，鳖甲8两，没药8两，琥珀8两，白芍8两，乌药8两，当归8两，红花8两，龟版8两，泽泻8两，砂仁8两，柴胡8两，广陈皮8两，远志8两，酸枣仁8两，木香2两，川芎4两，沉香4两，青毛鹿茸4两。,上为细末，炼蜜为丸，重3钱，蜡皮封固。,,妇女月经不凋，崩漏带下，腰酸腹痛，面色萎黄。,,,,,,,,,,https://db.yaozh.com/fangji/10001280.html
安老汤,,,《傅青主女科》卷上,,,人参30克 黄耆30克（生用）大熟地30克（九蒸）白术15克（土炒）当归15克（酒洗）山茱萸15克（蒸）阿胶3克（蛤粉炒）黑芥穗3克 甘草3克 香附1.5克（酒炒）木耳炭3克,,,益脾补肝，育阴止漏。老年妇女肝脾两虚，肾水亏耗，月经已绝，忽而复行，或下紫血块，或下血淋漓如红血淋。现用于生殖道炎症，子宫内膜息肉所致的绝经后子宫出血，见上述症状者。,,,,,,,,,,https://db.yaozh.com/fangji/10001281.html
安乐散,,,《大生要旨》卷二,,,人参4分（党参用1钱5分），麦冬1钱5分，归身1钱5分，甘草3分，通草8分，滑石1钱，细辛3分，灯心5分。,,,妇人子淋，属肾虚热不能司化者。,,,,,,,,,,https://db.yaozh.com/fangji/10001282.html
安露饮,,,《中医妇科治疗学》,,,生地3钱，丹参3钱，益母草3钱，乌贼骨6钱，茜草根（炒）1钱半，旱莲草3钱，炒蕲艾3钱。,,,养阴止血。主产后恶露不绝，量较多，色红且有腥臭，腹部偶而作胀，口干心烦，舌淡红苔黄，脉数，属血热者。,,,,,,,,,,https://db.yaozh.com/fangji/10001283.html
安脉汤,,,《产孕集》卷上,,,人参2钱，白术2钱，当归1钱5分，阿胶3钱，炙甘草5分，陈皮菟丝子1钱5分，黄耆1钱5分，杜仲2钱。,,,劳役伤胎，胎动不安。,,,,,,,,,,https://db.yaozh.com/fangji/10001284.html
安寐丹,,,《石室秘录》卷一,,,人参3钱，丹参2钱，麦冬3钱，甘草1钱，茯神3钱，生枣仁5钱，熟枣仁5钱，菖蒲1钱，当归3钱，五味子1钱。,,,心血少所致心经之病，怔忡、不寐。,,,,,,,,,,https://db.yaozh.com/fangji/10001285.html
安眠散,,,《普济方》卷一六二,,,罂粟壳（去蒂瓤）、杏仁、乌梅、甘草各等分。,,,一切咳嗽，夜不得卧眠。,,,,,,,,,,https://db.yaozh.com/fangji/10001286.html
安眠散,,,《御药院方》卷五,,,款冬花 乌梅肉 佛耳草 麦门冬（去心）各7.5克 陈皮（去白）15克 甘草（炙）10.5克 御米壳22.5克（酥炒）,上为细末。,,上喘咳嗽，久而不愈。,,,,,,,,,,https://db.yaozh.com/fangji/10001287.html
安眠汤,,,《临证医案医方》,,,夜交藤15g，合欢花9g，炒枣仁12g，龙齿9g，茯神9g，麦冬9g，石斛12g，珍珠母30g（先煎），白芍9g，夏枯草9g，朱砂1g（冲），琥珀1.5g（冲）。,,,镇静，安神。主失眠，梦多，头昏，头胀，舌质红，脉细数。,,,,,,,,,,https://db.yaozh.com/fangji/10001288.html
安宁饮,,,《辨证录》卷三,,,玄参5钱，生地5钱，麦冬5钱，白薇1钱，骨碎补5钱，天门冬3钱。,,,因过食肥甘，热气在胃，胃火日冲于口齿之间，而湿气乘之，湿热相搏而不散，虫生于牙而致齿牙破损而作痛，如行来行去者。,,,,,,,,,,https://db.yaozh.com/fangji/10001289.html
安脾散,,,《百一》卷二,,,高良姜1两（以百年壁上土2-3合敲碎，用水2碗煮干，薄切成片），南木香半现 ，草果（面裹煨，去壳）半两，胡椒半两，白茯苓半两，白术半两，丁香（怀干）半两，人参（去芦）半两，陈橘皮（汤浸，去瓤）半两，甘草（炙）1两半。,,,翻胃吐食，及吃食咽酸，口吐黄水，曾经诸方不愈者。,,,,,,,,,,https://db.yaozh.com/fangji/10001290.html
安脾散,,,《朱氏集验方》卷四,,,白术、白豆蔻仁（炒）、香附子（炒）、人参、甘草各等分。,,,脾胃病。,,,,,,,,,,https://db.yaozh.com/fangji/10001291.html
安脾丸,,,《医学入门》卷七,,,半夏1两，槟榔2钱，雄黄1钱半。,上为末，姜汁和蒸饼为丸，如梧桐子大，小儿丸如黍米大。,,脾胃虚，肝乘于脾，嘈杂及吐食，脉弦者。,,,,,,,,,,https://db.yaozh.com/fangji/10001292.html
安平饮,,,《玉案》卷五,,,桃仁2钱，红花2钱，山楂2钱，归尾2钱，益母草2钱。,,,产后1-2日，肚腹绞痛，瘀血凝滞。,,,,,,,,,,https://db.yaozh.com/fangji/10001293.html
安脐散,,,《直指小儿》卷四,,,白石脂末（焙，出火气）。,,,小儿脐中汁出，或赤肿。,,,,,,,,,,https://db.yaozh.com/fangji/10001294.html
安脐散,,,《保婴撮要》卷一,,,羚羊角1钱（略炒），乱发1团（烧令存性）、蜈蚣1条（赤足者，炙）。,上为末。,,小儿脐风。,,,,,,,,,,https://db.yaozh.com/fangji/10001295.html
安脐散,,,《幼科类萃》卷三,,,瓜蒂、南星、白蔹、赤小豆。,上为末。,,去湿固气。主小儿脐风。,,,,,,,,,,https://db.yaozh.com/fangji/10001296.html
安气汤,,,《简明医彀》卷四,,,人参5分，五味子9分，麦冬1钱，酸枣仁1钱（炒，研），山药1钱，茯苓1钱，阿魏1钱。,,,弱人肾虚不能纳气，气不归元而喘。,,,,,,,,,,https://db.yaozh.com/fangji/10001297.html
安全散,,,《魏氏家藏方》卷十,,,人参（去芦）1钱（焙），白术（炒）1两，白附子（炮）1两，南星（姜汁1碗煮干切片，炒）1两，天麻（炮）1两，辰砂（别研）1两，当归（焙，去芦）1两，乳香（别研）1两，没药（别研）1两，吊藤（勾子者，焙）1两，白僵蚕（直者，炒去丝）1两，全蝎（去毒）1两，白茯苓（去皮，焙）1两，羌活（焙）1两，防风（去芦，焙）1两，川芎（焙）1两，甘草（炙）1两，麝香半钱。,上为细末。,,慢惊后，余未退，精神不爽。,,,,,,,,,,https://db.yaozh.com/fangji/10001298.html
安然汤,,,《玉案》卷六,,,白豆蔻1钱，苏子1钱，藿香1钱，胆星8分，陈皮8分。,,,吐清痰者。,,,,,,,,,,https://db.yaozh.com/fangji/10001299.html
安妊进食汤,,,《简明医彀》卷七,,,黄芩（条实者）1两，白芍药1两，白术1两，砂仁5钱。,,,妊妇不食，服气冲心，遍身疼痛欲死。,,,,,,,,,,https://db.yaozh.com/fangji/10001300.html
安荣散,,,《重订严氏济生方》,,,麦门冬（去心）通草 滑石各6克 当归（去芦，酒浸）灯心 甘草（炙）各15克 人参 细辛（洗）各3克,,,妇人妊娠，平素酒色过度，伤其血气，水脏闭涩，遂成子淋。,,,,,,,,,,https://db.yaozh.com/fangji/10001301.html
安荣散,,,《会约》卷十四,,,当归1钱，白芍1钱，人参1钱，麦冬1钱，石斛1钱，通草1钱，山栀7分。,,,滋肾清热。主子淋因于膀胱、小肠虚热。,,,,,,,,,,https://db.yaozh.com/fangji/10001302.html
安荣散,,,《陈素庵妇科补解》卷三,,,麦冬、滑石、当归、灯心、人参、赤苓、白芍、甘草梢、黄芩、山药、香附、木通、黄柏、川芎。,,,妊娠子淋，便后点滴，淋沥不止，欲便则涩而不利，似数非数，已便则时时淋沥，以致胎动不安。,,,,,,,,,,https://db.yaozh.com/fangji/10001303.html
安荣散,安荣汤,,《医方类聚》卷二二四引《济生》,,,麦门冬1钱（去心），通草1钱，滑石1钱，当归半两（去芦，酒浸），灯心半两，甘草（炙）半两，人参1钱，细辛（洗）1钱。,上为细末。,,通利小便。主妊娠子淋。,,,,,,,,,,https://db.yaozh.com/fangji/10001304.html
安荣散,,,《何氏济生论》卷七,,,丹参7分，龙骨1分，大枣3枚，小蒜3个，茯苓7分，当归3钱，人参1钱，火麻子1钱，阿胶1钱，赤豆30随用。,,,滑胎。,,,,,,,,,,https://db.yaozh.com/fangji/10001305.html
安荣汤,,,《产科发蒙》卷三,,,萍蓬根（酒炒）5钱，人参1钱，白术1钱，当归1钱，川芎1钱，黄芩1钱，黄连1钱，桂枝1钱，木香1钱，甘草3分。,上锉细。,,产后血晕。,,,,,,,,,,https://db.yaozh.com/fangji/10001306.html
安荣汤,,,《医学正传》卷七引《产宝》,,,四物汤加阿胶珠、香附子、白术、条芩、砂仁、糯米、桑寄生。,,,固胎元，预防小产。主胎气不固，时常小产。,,,,,,,,,,https://db.yaozh.com/fangji/10001307.html
安荣汤,,,《会约医镜》卷十四,,,当归（去尾）9～15克 熟地15～18克 丹参6克 淮山药9克 白芍（酒炒）4.5克 丹皮3.6克 阿胶（蛤粉炒）6克 川续断6克 甘草（炙）3克,,,血分有热，崩漏日久，六脉虚弱，体亏无神。,,,,,,,,,,https://db.yaozh.com/fangji/10001308.html
安荣养胎汤,,,《会约》卷十四,,,人参（少者，以山药4钱炒黄代之）1钱半，白术1钱半，归身1钱半，熟地1钱半，杜仲（姜炒）1钱半，阿胶（蛤粉炒）1钱半，艾叶8分，条芩（酒炒）1钱，黄柏（炒）1钱，白芍1钱，炙草7分（或加三七根2钱）。,,,孕妇气血两虚，六脉微弱，不时下血者。,,,,,,,,,,https://db.yaozh.com/fangji/10001309.html
安神补心汤,,,《古今医鉴》卷八,,,当归1钱2分，川芎7分，白芍1钱（炒），生地黄1钱2分，白术1钱，茯神1钱2分，远志（甘草水泡，去心）8分，酸枣仁（炒）8分，麦门冬（去心）2钱，黄芩1钱2分，玄参5分，甘草3分（一方无远志、麦门冬、黄芩、玄参、加陈皮、柏子仁、酒炒黄连）。,,,怔忡惊悸。,,,,,,,,,,https://db.yaozh.com/fangji/10001310.html
安神补心丸,,,《中药制剂手册》,,,丹参30两，五味子（炙）15两，石菖蒲10两，珍珠母（煅）200两，夜交藤50两，旱莲草30两，合欢皮30两，生地黄25两，菟丝子30两，女贞子（炙）40两。,取丹参、石菖蒲为细末，取部分细末与五味子同轧碎，干燥后，为细末，与丹参等细末和匀；将菟丝子轧碎；取珍珠母等七味，用煮提法提取2次，约制稠膏65两，制丸，每两约200粒。,,养心安神。主由于思虑过度、神经衰弱引起的失眠健忘、头昏耳鸣、心悸。,,,,,,,,,,https://db.yaozh.com/fangji/10001311.html
安神代茶饮,,,《慈禧光绪医方选议》,,,龙齿3钱（煅），石菖蒲1钱。,,,宁心安神。主心经病。,,,,,,,,,,https://db.yaozh.com/fangji/10001312.html
安神丹,,,《御药院方》卷十一,,,朱砂2钱半，南乳香半两，酸枣仁（炒，去皮）1两，人参2钱半，远志（去心）1钱半。,上为细末，炼蜜为丸，如榛子大，每两作30丸，金箔为衣。,,小儿心神不宁，困卧多睡，及痰涎壅塞，恍惚不定。,,,,,,,,,,https://db.yaozh.com/fangji/10001313.html
安神定志丸,,,《全国中药成药处方集》（兰州方）,,,酒地4两，圆肉2两，当归2两，于术1两5钱，川芎1两，菖蒲8钱，茯神8钱，远志（炙）8钱，枣仁1两，黄耆2两，杭芍1两，党参1两，炙草1两。,上为细末，炼蜜为小丸，或每丸3钱重，蜡皮封固。,,安神定志，益气养血。主心脏衰弱，惊悸失眠，精神恍惚。,,,,,,,,,,https://db.yaozh.com/fangji/10001314.html
安神定志丸,,,《医学心悟》卷四,,,茯苓 茯神 人参 远志各30克 石菖蒲 龙齿各15克,上药为末，炼蜜为丸，如梧桐子大，辰砂为衣。,,因惊恐而失眠，夜寐不宁，梦中惊跳怵惕。,,,,,,,,,,https://db.yaozh.com/fangji/10001315.html
